 2019/5/7/13:58, 245762.40129511672
 2019/5/7/13:59, 245762.40129511672
 2019/5/7/14:0, 245864.1774067742
 2019/5/7/14:1, 245858.94370439905
 2019/5/7/14:2, 245767.0546421856
 2019/5/7/14:3, 245772.06845493798
 2019/5/7/14:4, 245781.83392598425
 2019/5/7/14:5, 245878.5347556269
 2019/5/7/14:6, 245965.77813460995
 2019/5/7/14:7, 245965.77813460995
 2019/5/7/14:8, 246051.32877002517
 2019/5/7/14:9, 245965.77813460995
 2019/5/7/14:10, 245967.07354927986
 2019/5/7/14:11, 245965.77813460995
 2019/5/7/14:12, 246050.1493610589
 2019/5/7/14:13, 246050.1493610589
 2019/5/7/14:14, 246050.1493610589
 2019/5/7/14:15, 246050.1493610589
 2019/5/7/14:16, 246136.562618369
 2019/5/7/14:17, 246136.562618369
 2019/5/7/14:18, 246222.60753145145
 2019/5/7/14:19, 246221.30540739262
 2019/5/7/14:20, 246310.85511029713
 2019/5/7/14:21, 246310.85511029713
 2019/5/7/14:22, 246309.470950902
 2019/5/7/14:23, 246398.61073099502
 2019/5/7/14:24, 246400.07539182963
 2019/5/7/14:25, 246401.5635479427
 2019/5/7/14:26, 246491.97336301568
 2019/5/7/14:27, 246403.204712009
 2019/5/7/14:28, 246493.56407484622
 2019/5/7/14:29, 246495.1760578195
 2019/5/7/14:30, 246586.7238282694
 2019/5/7/14:31, 246588.43973087092
 2019/5/7/14:32, 246680.95969327076
 2019/5/7/14:33, 246682.78385663222
 2019/5/7/14:34, 246778.41966176775
 2019/5/7/14:35, 246873.22060230502
 2019/5/7/14:36, 246966.880426886
 2019/5/7/14:37, 246871.2074667218
 2019/5/7/14:38, 246966.880426886
 2019/5/7/14:39, 246964.8008383033
 2019/5/7/14:40, 246964.8008383033
 2019/5/7/14:41, 246962.74311588783
 2019/5/7/14:42, 246964.8008383033
 2019/5/7/14:43, 247063.65843138643
 2019/5/7/14:44, 247061.4380209713
 2019/5/7/14:45, 247061.4380209713
 2019/5/7/14:46, 247159.1799782863
 2019/5/7/14:47, 247257.9770575536
 2019/5/7/14:48, 247360.27150485528
 2019/5/7/14:49, 247357.83885696
 2019/5/7/14:50, 247357.83885696
 2019/5/7/14:51, 247463.85552238423
 2019/5/7/14:52, 247563.41728143743
 2019/5/7/14:53, 247566.05396437712
 2019/5/7/14:54, 247666.63501854576
